source_file,clip_file,clip_index,duration,pothole,gps_data
input_videos\GRMN0962.MP4,output_clips\GRMN0962_clip_001.mp4,1,10.026667,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 47), 'latitude': 41.7708535306156, 'longitude': -88.11509110964832}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 48), 'latitude': 41.770899631083, 'longitude': -88.1150542292744}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 49), 'latitude': 41.7709486652166, 'longitude': -88.11502916738391}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 50), 'latitude': 41.7709944304079, 'longitude': -88.11501475051051}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 51), 'latitude': 41.771034412086, 'longitude': -88.11501407995829}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 52), 'latitude': 41.7710598930717, 'longitude': -88.11502170749016}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 53), 'latitude': 41.7710743937641, 'longitude': -88.11503101140264}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 54), 'latitude': 41.7710896488279, 'longitude': -88.11503763310613}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 55), 'latitude': 41.7711025569588, 'longitude': -88.11504442244772}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 56), 'latitude': 41.7711133696139, 'longitude': -88.11505741439763}]"
input_videos\GRMN0962.MP4,output_clips\GRMN0962_clip_002.mp4,2,10.022333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 57), 'latitude': 41.771116387099, 'longitude': -88.11507082544271}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 58), 'latitude': 41.7711224220693, 'longitude': -88.115082308651}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 4, 59), 'latitude': 41.7711265292019, 'longitude': -88.11509245075291}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5), 'latitude': 41.7711285408586, 'longitude': -88.11510510742661}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 1), 'latitude': 41.7711292952299, 'longitude': -88.11511558480561}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 2), 'latitude': 41.7711328156292, 'longitude': -88.11512757092711}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 3), 'latitude': 41.7711341567338, 'longitude': -88.11513620428741}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 4), 'latitude': 41.771132228896, 'longitude': -88.11514031142}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 5), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 6), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0962.MP4,output_clips\GRMN0962_clip_003.mp4,3,10.017333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 7), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 8), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 9), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 10), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 11), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 12), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 13), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 14), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 15), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 16), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0962.MP4,output_clips\GRMN0962_clip_004.mp4,4,10.013333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 17), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 18), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 19), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 20), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 21), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 22), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 23), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 24), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 25), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 26), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0962.MP4,output_clips\GRMN0962_clip_005.mp4,5,10.01,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 27), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 28), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 29), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 30), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 31), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 32), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 33), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 34), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 35), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 36), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0963.MP4,output_clips\GRMN0963_clip_000.mp4,0,10.025333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 37), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 38), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 39), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 40), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 41), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 42), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 43), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 44), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 45), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 46), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0963.MP4,output_clips\GRMN0963_clip_001.mp4,1,10.020333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 47), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 48), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 49), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 50), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 51), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 52), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 53), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 54), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 55), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 56), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0963.MP4,output_clips\GRMN0963_clip_002.mp4,2,10.015333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 57), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 58), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 5, 59), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 1), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 2), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 3), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 4), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 5), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 6), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0963.MP4,output_clips\GRMN0963_clip_003.mp4,3,10.011333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 7), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 8), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 9), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 10), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 11), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 12), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 13), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 14), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 15), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 16), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0963.MP4,output_clips\GRMN0963_clip_004.mp4,4,10.027667,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 17), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 18), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 19), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 20), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 21), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 22), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 23), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 24), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 25), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 26), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0963.MP4,output_clips\GRMN0963_clip_005.mp4,5,10.01,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 27), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 28), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 29), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 30), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 31), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 32), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 33), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 34), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 35), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 36), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0964.MP4,output_clips\GRMN0964_clip_000.mp4,0,10.018333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 37), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 38), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 39), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 40), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 41), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 42), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 43), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 44), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 45), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 46), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0964.MP4,output_clips\GRMN0964_clip_001.mp4,1,10.013333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 47), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 48), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 49), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 50), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 51), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 52), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 53), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 54), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 55), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 56), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0964.MP4,output_clips\GRMN0964_clip_002.mp4,2,10.030667,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 57), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 58), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 6, 59), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 1), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 2), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 3), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 4), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 5), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 6), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}]"
input_videos\GRMN0964.MP4,output_clips\GRMN0964_clip_003.mp4,3,10.025333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 7), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 8), 'latitude': 41.7711314745247, 'longitude': -88.115137796849}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 9), 'latitude': 41.7711020540446, 'longitude': -88.1151166744532}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 10), 'latitude': 41.7710935883224, 'longitude': -88.11509563587613}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 11), 'latitude': 41.7710886429995, 'longitude': -88.11507778242233}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 13), 'latitude': 41.7710841167718, 'longitude': -88.11503604054452}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 13), 'latitude': 41.7710841167718, 'longitude': -88.11503604054452}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 14), 'latitude': 41.7710863798857, 'longitude': -88.11501634307213}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 15), 'latitude': 41.7710876371711, 'longitude': -88.11499731615193}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 16), 'latitude': 41.7710881400853, 'longitude': -88.11497870832683}]"
input_videos\GRMN0964.MP4,output_clips\GRMN0964_clip_004.mp4,4,10.021333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 17), 'latitude': 41.7710856255144, 'longitude': -88.11496211215854}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 18), 'latitude': 41.7710782494396, 'longitude': -88.11494912020864}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 19), 'latitude': 41.7710736393929, 'longitude': -88.11494006775322}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 20), 'latitude': 41.7710731364787, 'longitude': -88.1149346195161}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 21), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 22), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 23), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 24), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 25), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 26), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}]"
input_videos\GRMN0964.MP4,output_clips\GRMN0964_clip_005.mp4,5,10.01,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 27), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 28), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 29), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 30), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 31), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 32), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 33), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 34), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 35), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 36), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}]"
input_videos\GRMN0965.MP4,output_clips\GRMN0965_clip_000.mp4,0,10.011333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 37), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 38), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 39), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 40), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 41), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 42), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 43), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 44), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 45), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 46), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}]"
input_videos\GRMN0965.MP4,output_clips\GRMN0965_clip_001.mp4,1,10.028667,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 47), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 48), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 49), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 50), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 51), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 52), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 53), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 54), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 55), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 56), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}]"
input_videos\GRMN0965.MP4,output_clips\GRMN0965_clip_002.mp4,2,10.023333,False,"[{'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 57), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 58), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 7, 59), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8, 1), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8, 2), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8, 3), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8, 4), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8, 5), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}, {'timestamp': datetime.datetime(2025, 4, 19, 2, 8, 6), 'latitude': 41.7710743937641, 'longitude': -88.1149387266487}]"
